 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
88362,357159,LANE COUNTY LC PSB4,Electric,675 Oak Street,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16430211,https://www.chargepoint.com,,,,,,,GPS,44.052496,-123.09098,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:43 AM,,,,,,,False,-13702425.2148,5473569.6575
88363,357160,LANE COUNTY LC PSB5,Electric,675 Oak Street,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16430261,https://www.chargepoint.com,,,,,,,GPS,44.052836,-123.091087,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:43 AM,,,,,,,False,-13702437.126,5473622.32
88364,357161,LANE COUNTY LC PSB3,Electric,675 Oak St,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16430721,https://www.chargepoint.com,,,,,,,GPS,44.052376,-123.090974,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:43 AM,,,,,,,False,-13702424.5469,5473551.0707
88366,357163,ITZIAR THE CUBES 1,Electric,2525 Mission Road,Courtenay,BC,V9N 0H1,,"Center of both parking lots, on rear wall.",Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14121523,https://www.chargepoint.com,,,,,,,GPS,49.714084,-124.972422,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:07 AM,,,Accessible 24 heures par jour,,,,False,-13911866.3802,6396906.6775
88368,357165,"1550 SE BARNES RD, Gresham",Electric,1550 SE BARNES RD,Gresham,OR,97080,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,OpConnect,1028,https://opconnect-ev.com,,,,,,,GPS,45.4856405,-122.3933408,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:54 AM,,,,,,,False,-13624764.3743,5698302.4252
88369,357166,"1077 East Powell Boulevard, Gresham",Electric,1077 East Powell Boulevard,Gresham,OR,97030,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,OpConnect,1030,https://opconnect-ev.com,,,,,,,GPS,45.4983422,-122.4200789,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:55 AM,,,,,,,False,-13627740.846,5700319.4419
88370,357167,"1476 Southeast Barnes Road, Gresham",Electric,1476 Southeast Barnes Road,Gresham,OR,97080,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,OpConnect,1027,https://opconnect-ev.com,,,,,,,GPS,45.4861301,-122.3933456,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:54 AM,,,,,,,False,-13624764.9087,5698380.1647
88371,357168,"785 Southeast Francis Avenue, Gresham",Electric,785 Southeast Francis Avenue,Gresham,OR,97080,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,OpConnect,1029,https://opconnect-ev.com,,,,,,,GPS,45.4916095,-122.4110729,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:55 AM,,,,,,,False,-13626738.3027,5699250.2395
88372,357169,"120 Liberty Ave, Gresham",Electric,120 Liberty Ave,Gresham,OR,97030,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,OpConnect,1032,https://opconnect-ev.com,,,,,,,GPS,45.4989014,-122.4181533,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:55 AM,,,,,,,False,-13627526.4892,5700408.2528
88376,357175,Coffeyville,Electric,620 N Main Street,Prineville,OR,97754,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,b07585f0-d7e4-480e-b5e8-2662387999c4,https://www.flo.com,,,,,,,GPS,44.3061878,-120.8467007,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:43 AM,,,,,,,False,-13452593.186,5512948.3635
88379,357179,Norgate Park,Electric,1578 Garden Ave,District of North Vancouver,BC,V7P 3A5,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",FLO,c2cd97eb-2e0f-4f56-84f7-e6329d42091c,https://www.flo.com,,,,,,,GPS,49.323306,-123.1185,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:26 AM,,,Accessible 24 heures par jour,,,,False,-13705488.7272,6329898.7748
88381,357182,"ARCO, NE Woodinville Duvall Rd, Woodinville, WA",Electric,15520 NE Woodinville Duvall RD,Woodinville,WA,98072,,,United States,833-277-8573,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BP_PULSE,5aab9a23-c42e-44c9-8ecb-651a6f2be967,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,,,,,,,GPS,47.76178,-122.132387,9/27/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:41:29 AM,,,,,,,False,-13595715.1302,6067314.622
88417,357234,TLCMP D1 B,Electric,22190 Parnell Pl NW,Poulsbo,WA,98370,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16397231,https://www.chargepoint.com,,,,,,,GPS,47.764454,-122.654767,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:12 AM,,,,,,,False,-13653866.2058,6067757.4507
88418,357235,LANE COUNTY LC PSB1,Electric,675 Oak Street,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16430821,https://www.chargepoint.com,,,,,,,GPS,44.052979,-123.089852,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:44 AM,,,,,,,False,-13702299.6465,5473644.4693
88419,357236,LANE COUNTY LC PSB2,Electric,675 Oak Street,Eugene,OR,97401,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16430871,https://www.chargepoint.com,,,,,,,GPS,44.052908,-123.08984,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:44 AM,,,,,,,False,-13702298.3106,5473633.4721
88422,357240,John Phillips Memorial Park - 2201 Otter Point Rd,Electric,2201 Otter Point Rd,Sooke,BC,V9Z 1J2,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,a31962ef-7802-4e5a-8e9b-27dc7bc0bb54,https://www.flo.com,,,,,,,GPS,48.382278,-123.730973,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:26 AM,,,Accessible 24 heures par jour,,,,False,-13773668.9097,6170689.5488
88428,357247,Cadillac Fairview - 555 W Cordova,Electric,555 W Cordova Street,Vancouver,BC,V6B 1E5,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,d3931ce0-6815-4a71-894f-8b98e4708461,https://www.flo.com,,,,,,,GPS,49.2853764,-123.1109453,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:29 AM,,,Accessible 24 heures par jour,,,,False,-13704647.7419,6323423.2552
88432,357252,BC Hydro - Lower Post - Off-grid,Electric,Lower Post St,Stikine Region,BC,V0C 1W0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",BC Hydro,b82f0866-9d1c-4d78-aa62-7e8e91147aca,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,59.9274965370658,-128.48404039256,9/28/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:26 AM,,,Accessible 24 heures par jour,,,,False,-14302777.9516,8383613.4525
88436,357256,Elevate Developments – Outlook Village 3,Electric,31999 Lougheed Highway,Mission,BC,V2V 0K1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,5c940132-6b7d-4b03-ae58-707ee959afdf,https://www.flo.com,,,,,,,GPS,49.134,-122.339222,9/29/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:29 AM,,,Accessible 24 heures par jour,,,,False,-13618739.8971,6297629.0521
88473,357299,Arbutus Point Campsite,Electric,103 E Point Rd,Saturna Island,BC,V0N 2Y0,,,Canada,778-533-2591,Available,,Public,Credit card at all times,24 hours daily; guest use only,"American Express, Credit, Discover, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,$2.75 per kWh,HYDRO,,,,,Address,48.79751,-123.20075,2/1/2024 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 2:40:12 PM,Campground,,24 heures par jour; pour les clients seulement,,,$2.75 par Kwh,True,-13714644.7553,6240572.6602
88534,357398,HADCO,Electric,990 W Stanton St,Roseburg,OR,97470,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,100ca2c6-6d28-4682-acd1-9ea1635e2096,https://www.flo.com,,,,,,,GPS,43.209601,-123.373273,10/2/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:43 AM,,,,,,,False,-13733849.9279,5343929.8688
88536,357400,Elevate Developments - Outlook Village,Electric,31999 Lougheed Hwy,Mission,BC,V2V 0K1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,afec12bf-39bb-4fd2-9723-2d1dc4108185,https://www.flo.com,,,,,,,GPS,49.1338102,-122.3392329,10/2/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:27 AM,,,Accessible 24 heures par jour,,,,False,-13618741.1105,6297596.7601
88537,357401,Vancouver Coastal Health - Squamish-1,Electric,38140 Behrner Dr,Squamish,BC,V8B 0J3,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,8,,,J1772,FLO,6076d65c-e49d-4bea-81b8-4d12017cecf3,https://www.flo.com,,,,,,,GPS,49.6965112,-123.1432381,10/2/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:29 AM,,,Accessible 24 heures par jour,,,,False,-13708242.5599,6393881.8794
88563,357438,BC Hydro - Good Hope Lake,Electric,Dease lake Hwy,Good Hope Lake,BC,V0C 2Z0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,2,,"CHAdeMO, J1772, CCS",BC Hydro,086828d5-6c50-4a75-afa4-6f1dd9f1348f,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,59.2951198482566,-129.289503747585,10/3/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:24 AM,,,Accessible 24 heures par jour,,,,False,-14392441.7221,8244448.8694
88564,357439,BC Hydro - Toad River Lodge,Electric,422 Alaska Hwy,Toad River,BC,V0C 2X0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,2,,"CHAdeMO, J1772, CCS",BC Hydro,b17a2bc7-3b63-46ab-b2dd-97822379a1d7,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,58.8473699066973,-125.231747019014,10/3/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13940734.3093,8147470.5403
88585,357468,AMZ SEA113 - 2,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P3,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16289851,https://www.chargepoint.com,,,,,,,GPS,47.610495,-122.199455,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:53 AM,,,,,,,False,-13603181.1058,6042297.9852
88586,357469,AMZ SEA113 - 3,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P3,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16289891,https://www.chargepoint.com,,,,,,,GPS,47.610483,-122.19951,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:53 AM,,,,,,,False,-13603187.2284,6042296.0037
88587,357470,AMZ SEA113 - 6,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P4,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16289921,https://www.chargepoint.com,,,,,,,GPS,47.610586,-122.199337,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:53 AM,,,,,,,False,-13603167.9701,6042313.0112
88588,357471,AMZ SEA113 - 5,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P4,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16289981,https://www.chargepoint.com,,,,,,,GPS,47.610482,-122.199579,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:53 AM,,,,,,,False,-13603194.9094,6042295.8386
88589,357472,AMZ SEA113 - 4,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P4,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16290051,https://www.chargepoint.com,,,,,,,GPS,47.610477,-122.199538,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:54 AM,,,,,,,False,-13603190.3453,6042295.013
88590,357473,AMZ SEA113 - 1,Electric,85 106th Ave NE,Bellevue,WA,98004,,Located on P2,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL16290111,https://www.chargepoint.com,,,,,,,GPS,47.610399,-122.199149,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:57:54 AM,,,,,,,False,-13603147.0421,6042282.1335
88631,357518,UFV EV STATION AEROSPACE 1,Electric,30645 Firecat Avenue,Abbotsford,BC,V2T 6H5,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14117903,https://www.chargepoint.com,,,,,,,GPS,49.030393,-122.375835,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:06 AM,,,Accessible 24 heures par jour,,,,False,-13622815.6376,6280020.0246
88632,357519,SFU CPL-02,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119523,https://www.chargepoint.com,,,,,,,GPS,49.279312,-122.918859,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:06 AM,,,Accessible 24 heures par jour,,,,False,-13683264.7928,6322388.3743
88633,357520,CHANCES CHANCES 3,Electric,1585 Springfield Road,Kelowna,BC,V1Y 5V5,,The station is on the left side of the building,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14124723,https://www.chargepoint.com,,,,,,,GPS,49.875916,-119.462626,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:09 AM,,,Accessible 24 heures par jour,,,,False,-13298518.6951,6424814.3449
88634,357521,CHANCES CHANCES 2,Electric,1585 Springfield Road,Kelowna,BC,V1Y 5V5,,The station on the left side of the building.,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14124733,https://www.chargepoint.com,,,,,,,GPS,49.875558,-119.463008,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:09 AM,,,Accessible 24 heures par jour,,,,False,-13298561.2192,6424752.5053
88635,357522,CHANCES CHANCES 1,Electric,1585 Springfield Road,Kelowna,BC,V1Y 5V5,,The station on the left side of the building.,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14124743,https://www.chargepoint.com,,,,,,,GPS,49.875553,-119.462885,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:09 AM,,,Accessible 24 heures par jour,,,,False,-13298547.5269,6424751.6416
88639,357526,145th Shoreline MUR-70,Electric,104 NE 145th Street,Shoreline,WA,98155,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,102,,,J1772,OpConnect,796,https://opconnect-ev.com,,,,,,,GPS,47.7342788,-122.3286267,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:40 AM,,,,,,,False,-13617560.4337,6062761.5956
88648,357543,Inland Auto Centre,Electric,11600 8th street,Dawson Creek,BC,V1G4R7,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",FLO,41f2333d-0422-4db6-a6ec-9583cbdd77bb,https://www.flo.com,,,,,,,GPS,55.744693,-120.222594,10/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:32 AM,,,Accessible 24 heures par jour,,,,False,-13383117.9459,7507758.2294
88682,357592,"Power Up, Food Carts and Coffee - Fast Charger",Electric,620 North Main Street,Prineville,OR,97754,,,United States,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",FLO,5e9f8e3b-d64d-4a8f-84fc-3e17c146f854,https://www.flo.com,,,,,,,GPS,44.3063241,-120.8468485,10/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:23:43 AM,,,,,,,False,-13452609.639,5512969.566
88703,357618,BC Hydro - Delta Sungod Recreation Centre,Electric,7815 112 St,Delta,BC,V4C 1S5,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,8,,"CHAdeMO, CCS",BC Hydro,31de9564-78f2-4e24-bb62-05e55e0decb4,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,49.1456231,-122.9126798,10/6/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13682576.9274,6299606.8066
88712,357636,LINC SQUARE EXP LSS P3 248-249,Electric,10400 NE 4th St,Bellevue,WA,98004,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL12468771,https://www.chargepoint.com,,,,,,,GPS,47.61418,-122.200734,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:12:18 AM,,,,,,,False,-13603323.4834,6042906.4794
88731,357664,CPU CPU EC 3 (ADA),Electric,1200 Fort Vancouver Way,Vancouver,WA,98661,,Parking lot near employee entrance,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16466821,https://www.chargepoint.com,,,,,,,GPS,45.630243,-122.663015,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:00:10 AM,,,,,,,False,-13654784.369,5721292.1061
88734,357672,SFU CPL-03,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119533,https://www.chargepoint.com,,,,,,,GPS,49.279291,-122.918612,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:06 AM,,,Accessible 24 heures par jour,,,,False,-13683237.2969,6322384.7909
88735,357673,SFU CPL-04,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119543,https://www.chargepoint.com,,,,,,,GPS,49.279323,-122.919094,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:06 AM,,,Accessible 24 heures par jour,,,,False,-13683290.9529,6322390.2513
88736,357674,SFU CPL-05,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119563,https://www.chargepoint.com,,,,,,,GPS,49.279309,-122.919319,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:07 AM,,,Accessible 24 heures par jour,,,,False,-13683315.9997,6322387.8624
88737,357675,SFU CPL-06,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119573,https://www.chargepoint.com,,,,,,,GPS,49.279295,-122.918385,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:07 AM,,,Accessible 24 heures par jour,,,,False,-13683212.0273,6322385.4735
88738,357676,SFU CPL-07,Electric,8888 University Drive,Burnaby,BC,V5A 1S6,,8:30AM - 4:30PM Mon - Fri this station is reserved for SFU Central Parkade Permit holders,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL14119583,https://www.chargepoint.com,,,,,,,GPS,49.279176,-122.918847,10/8/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:42:07 AM,,,Accessible 24 heures par jour,,,,False,-13683263.4569,6322365.1676
88761,357701,SKYLINE FORD CL1 - PL1,Electric,2465 W Nob Hill St SE,Salem,OR,97302,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,CCS,ChargePoint,USCPIL16150251,https://www.chargepoint.com,,,,,,,GPS,44.917684,-123.044121,10/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:56:09 AM,,,,,,,False,-13697208.8948,5608571.8123
88773,357714,KCR PUBLIC KCR PUBLIC,Electric,1201 Park Ave,Bremerton,WA,98337,,West end of the lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16467831,https://www.chargepoint.com,,,,,,,GPS,47.572114,-122.630995,10/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:00:10 AM,,,,,,,False,-13651219.9189,6035962.7804
88777,357721,Cloverdale Town Centre - 5829 176a St,Electric,5829 176A Street,Surrey,BC,V3S 4H4,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,df06c2cf-6678-43e9-b419-9868db7299ce,https://www.flo.com,,,,,,,GPS,49.10853,-122.733882,10/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:35 AM,,,Accessible 24 heures par jour,,,,False,-13662673.2473,6293296.7683
88779,357728,BC Hydro - Lytton - Skuppa Rest Area,Electric,Trans-Canada Hwy,Lytton,BC,V0K 1Z0,,,Canada,866-338-3369,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",BC Hydro,4d68dc4a-b538-4e0e-bca4-0af5eab7fb76,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,,,,,,,GPS,50.1794676,-121.5717557,10/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 5:00:25 AM,,,Accessible 24 heures par jour,,,,False,-13533305.9394,6477414.6746
88813,357771,CWS EVC ROCK CREEK ENG,Electric,3235 Southeast River Road,Hillsboro,OR,97123,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL16451081,https://www.chargepoint.com,,,,,,,GPS,45.496544,-122.943681,10/10/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:59:56 AM,,,,,,,False,-13686027.9652,5700033.862
88841,357814,Willow Street - Okanagan Falls,Electric,1109 Willow St,Okanagan Falls,BC,V0H 1R0,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,FLO,50a4f7e7-8adb-467d-a8f6-f4af1ec89511,https://www.flo.com,,,,,,,GPS,49.3425595,-119.5727167,10/10/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:35:36 AM,,,Accessible 24 heures par jour,,,,False,-13310773.9358,6333187.7316
